,time,name,size,type,price
252,18:12:01,prsc_argla,M,supreme,16.5
253,18:12:01,pepperoni,L,classic,15.25
254,18:12:13,spicy_ital,L,supreme,20.75
255,18:12:13,mexicana,L,veggie,20.25
256,18:25:09,ital_supr,M,supreme,16.5
257,18:25:09,cali_ckn,L,chicken,20.75
258,18:25:09,veggie_veg,L,veggie,20.25
259,18:25:09,spicy_ital,L,supreme,20.75
260,18:25:25,hawaiian,L,classic,16.5
261,18:25:25,classic_dlx,L,classic,20.5
262,18:25:25,spinach_supr,L,supreme,20.75
263,18:27:50,prsc_argla,L,supreme,20.75
264,18:27:50,pepperoni,M,classic,12.5
265,18:27:50,ital_cpcllo,L,classic,20.5
266,18:27:50,ital_supr,L,supreme,20.75
267,18:36:19,soppressata,L,supreme,20.75
268,18:36:19,napolitana,L,classic,20.5
269,18:36:19,big_meat,S,classic,12.0
270,18:36:19,spicy_ital,S,supreme,12.5
271,18:38:01,cali_ckn,M,chicken,16.75
272,18:38:01,spin_pesto,L,veggie,20.75
273,18:38:01,pepperoni,M,classic,12.5
274,18:38:01,five_cheese,L,veggie,18.5
275,18:41:40,pepperoni,S,classic,9.75
276,18:50:21,cali_ckn,L,chicken,20.75
277,18:50:21,southw_ckn,M,chicken,16.75
278,18:50:21,mexicana,L,veggie,20.25
279,18:59:32,pepperoni,L,classic,15.25
280,18:59:32,sicilian,S,supreme,12.25
281,19:05:17,thai_ckn,M,chicken,16.75
282,19:05:17,big_meat,S,classic,12.0
283,19:05:17,napolitana,L,classic,20.5
284,19:18:49,five_cheese,L,veggie,18.5
285,19:23:02,peppr_salami,M,supreme,16.5
286,19:23:02,sicilian,L,supreme,20.25
287,19:26:59,prsc_argla,L,supreme,20.75
288,19:26:59,spinach_fet,S,veggie,12.0
289,19:32:29,four_cheese,M,veggie,14.75
290,19:35:07,spinach_fet,L,veggie,20.25
291,19:35:07,hawaiian,S,classic,10.5
292,19:35:07,classic_dlx,S,classic,12.0
293,19:38:48,sicilian,L,supreme,20.25
294,19:38:48,bbq_ckn,M,chicken,16.75
295,19:38:48,southw_ckn,L,chicken,20.75
296,19:38:48,four_cheese,L,veggie,17.95
297,19:50:19,ital_supr,M,supreme,16.5
298,20:12:09,ital_cpcllo,S,classic,12.0
299,20:12:34,bbq_ckn,S,chicken,12.75
300,20:12:34,the_greek,S,classic,12.0
301,20:12:34,sicilian,L,supreme,20.25
302,20:12:34,spicy_ital,L,supreme,20.75
303,20:31:06,the_greek,XL,classic,25.5
304,20:53:42,veggie_veg,L,veggie,20.25
305,20:58:23,pepperoni,M,classic,12.5
306,21:05:06,spicy_ital,S,supreme,12.5
307,21:13:02,big_meat,S,classic,12.0
308,21:13:02,the_greek,M,classic,16.0
309,21:14:55,mexicana,M,veggie,16.0
310,21:14:55,southw_ckn,S,chicken,12.75
311,21:14:55,ital_cpcllo,L,classic,20.5
312,21:14:55,hawaiian,S,classic,10.5
313,21:33:10,spinach_supr,S,supreme,12.5
314,21:33:10,five_cheese,L,veggie,18.5
315,21:33:10,green_garden,S,veggie,12.0
316,21:33:10,ckn_pesto,L,chicken,20.75
317,21:42:45,pepperoni,S,classic,9.75
318,22:00:17,bbq_ckn,L,chicken,20.75
319,22:00:17,hawaiian,L,classic,16.5
320,22:00:17,the_greek,S,classic,12.0
321,22:13:24,southw_ckn,L,chicken,20.75
322,22:13:24,spinach_supr,S,supreme,12.5
323,22:13:24,big_meat,S,classic,12.0
324,22:29:34,veggie_veg,L,veggie,20.25
325,22:32:49,peppr_salami,S,supreme,12.5
326,22:32:49,five_cheese,L,veggie,18.5
327,11:34:10,mediterraneo,L,veggie,20.25
328,11:34:10,spicy_ital,M,supreme,16.5
329,11:34:10,pepperoni,S,classic,9.75
330,11:44:50,ital_veggie,L,veggie,21.0
331,11:44:50,sicilian,M,supreme,16.25
332,11:44:50,four_cheese,L,veggie,17.95
333,11:44:50,cali_ckn,M,chicken,16.75
334,11:57:39,five_cheese,L,veggie,18.5
335,12:26:44,veggie_veg,M,veggie,16.0
336,12:26:44,prsc_argla,S,supreme,12.5
337,13:16:01,classic_dlx,M,classic,16.0
338,13:33:59,green_garden,M,veggie,16.0
339,13:41:36,pepperoni,L,classic,15.25
340,13:41:36,mexicana,M,veggie,16.0
341,13:41:36,classic_dlx,S,classic,12.0
342,13:41:36,thai_ckn,L,chicken,20.75
343,13:41:36,cali_ckn,S,chicken,12.75
344,13:41:36,prsc_argla,S,supreme,12.5
345,13:41:36,veggie_veg,M,veggie,16.0
346,13:41:36,hawaiian,L,classic,16.5
347,13:44:28,five_cheese,L,veggie,18.5
348,13:44:28,veggie_veg,L,veggie,20.25
349,13:44:28,southw_ckn,S,chicken,12.75
350,13:44:28,thai_ckn,M,chicken,16.75
351,13:44:28,bbq_ckn,M,chicken,16.75
352,13:44:28,four_cheese,L,veggie,17.95
353,13:44:28,bbq_ckn,M,chicken,16.75
354,13:44:28,bbq_ckn,M,chicken,16.75
355,13:44:28,big_meat,S,classic,12.0
356,13:44:28,spicy_ital,L,supreme,20.75
357,13:44:28,cali_ckn,L,chicken,20.75
358,13:44:28,pep_msh_pep,S,classic,11.0
359,13:44:28,southw_ckn,L,chicken,20.75
360,13:44:28,ckn_pesto,M,chicken,16.75
361,13:53:48,the_greek,S,classic,12.0
362,14:22:10,cali_ckn,L,chicken,20.75
363,14:22:10,four_cheese,M,veggie,14.75
364,14:22:10,hawaiian,M,classic,13.25
365,14:32:51,the_greek,XL,classic,25.5
366,14:40:42,mediterraneo,S,veggie,12.0
367,14:48:45,spinach_fet,M,veggie,16.0
368,14:49:58,pepperoni,M,classic,12.5
369,15:09:34,spinach_supr,S,supreme,12.5
370,15:09:34,southw_ckn,L,chicken,20.75
371,15:09:42,the_greek,M,classic,16.0
372,15:09:42,thai_ckn,S,chicken,12.75
373,15:09:42,spinach_fet,L,veggie,20.25
374,15:09:42,hawaiian,S,classic,10.5
375,15:16:34,mexicana,M,veggie,16.0
376,15:22:43,prsc_argla,S,supreme,12.5
377,15:28:59,pepperoni,L,classic,15.25
378,15:28:59,ckn_pesto,S,chicken,12.75
379,15:28:59,napolitana,L,classic,20.5
380,15:28:59,peppr_salami,L,supreme,20.75
381,15:42:19,thai_ckn,L,chicken,20.75
382,15:42:19,napolitana,M,classic,16.0
383,15:43:03,sicilian,M,supreme,16.25
384,15:43:03,spin_pesto,M,veggie,16.5
385,15:43:03,mediterraneo,M,veggie,16.0
386,15:43:03,ital_supr,L,supreme,20.75
387,15:54:30,thai_ckn,M,chicken,16.75
388,15:54:30,ital_veggie,M,veggie,16.75
389,15:59:22,thai_ckn,M,chicken,16.75
390,15:59:22,four_cheese,L,veggie,17.95
391,16:35:33,classic_dlx,M,classic,16.0
392,16:43:46,hawaiian,S,classic,10.5
393,16:43:46,the_greek,XL,classic,25.5
394,16:43:46,spicy_ital,M,supreme,16.5
395,16:51:22,big_meat,S,classic,12.0
396,16:54:54,the_greek,M,classic,16.0
397,16:54:54,hawaiian,M,classic,13.25
398,16:54:54,pepperoni,L,classic,15.25
399,16:56:33,pepperoni,M,classic,12.5
400,16:56:33,cali_ckn,L,chicken,20.75
401,16:57:37,prsc_argla,M,supreme,16.5
402,16:58:51,prsc_argla,S,supreme,12.5
403,17:00:49,bbq_ckn,L,chicken,20.75
404,17:00:49,pepperoni,M,classic,12.5
405,17:00:49,ital_supr,M,supreme,16.5
406,17:02:27,veggie_veg,M,veggie,16.0
407,17:02:27,big_meat,S,classic,12.0
408,17:15:48,sicilian,M,supreme,16.25
409,17:15:48,four_cheese,L,veggie,17.95
410,17:15:48,ital_cpcllo,S,classic,12.0
411,17:21:31,hawaiian,L,classic,16.5
412,17:23:03,napolitana,M,classic,16.0
413,17:29:24,thai_ckn,L,chicken,20.75
414,17:29:24,spinach_supr,M,supreme,16.5
415,17:29:24,napolitana,S,classic,12.0
416,17:35:30,cali_ckn,M,chicken,16.75
417,17:35:30,classic_dlx,M,classic,16.0
418,17:35:30,veggie_veg,L,veggie,20.25
419,17:37:49,big_meat,S,classic,12.0
420,17:37:49,cali_ckn,M,chicken,16.75
421,17:37:49,ital_cpcllo,M,classic,16.0
422,17:37:49,cali_ckn,L,chicken,20.75
423,17:50:51,ital_supr,L,supreme,20.75
424,17:51:57,cali_ckn,L,chicken,20.75
425,17:51:57,peppr_salami,M,supreme,16.5
426,17:54:36,thai_ckn,L,chicken,20.75
427,17:54:36,napolitana,S,classic,12.0
428,18:15:03,peppr_salami,L,supreme,20.75
429,18:20:14,sicilian,M,supreme,16.25
430,18:20:14,veggie_veg,S,veggie,12.0
431,18:20:14,hawaiian,L,classic,16.5
432,18:33:34,prsc_argla,L,supreme,20.75
433,18:33:34,classic_dlx,L,classic,20.5
434,18:49:32,mexicana,L,veggie,20.25
435,18:50:10,peppr_salami,L,supreme,20.75
436,18:50:10,brie_carre,S,supreme,23.65
437,18:54:55,spin_pesto,S,veggie,12.5
438,18:54:55,spin_pesto,L,veggie,20.75
439,18:54:55,napolitana,M,classic,16.0
440,18:59:05,hawaiian,L,classic,16.5
441,19:08:33,sicilian,M,supreme,16.25
442,19:08:33,spin_pesto,S,veggie,12.5
443,19:36:00,spin_pesto,L,veggie,20.75
444,19:36:00,southw_ckn,L,chicken,20.75
445,19:36:00,mexicana,L,veggie,20.25
446,19:36:00,thai_ckn,L,chicken,20.75
447,19:37:12,five_cheese,L,veggie,18.5
448,19:37:12,spin_pesto,L,veggie,20.75
449,20:08:39,peppr_salami,L,supreme,20.75
450,20:08:39,five_cheese,L,veggie,18.5
451,20:08:39,pepperoni,S,classic,9.75
452,20:12:14,thai_ckn,S,chicken,12.75
453,20:12:14,big_meat,S,classic,12.0
454,20:12:14,big_meat,S,classic,12.0
455,20:14:23,pep_msh_pep,S,classic,11.0
456,20:14:23,prsc_argla,L,supreme,20.75
457,20:14:23,four_cheese,M,veggie,14.75
458,20:14:23,bbq_ckn,L,chicken,20.75
459,20:24:50,cali_ckn,L,chicken,20.75
460,20:24:50,ckn_alfredo,M,chicken,16.75
461,20:30:08,southw_ckn,L,chicken,20.75
462,20:30:08,sicilian,S,supreme,12.25
463,20:55:47,big_meat,S,classic,12.0
464,20:55:47,cali_ckn,M,chicken,16.75
465,20:55:47,ckn_alfredo,L,chicken,20.75
466,20:55:47,ckn_alfredo,L,chicken,20.75
467,21:21:24,bbq_ckn,S,chicken,12.75
468,21:25:20,bbq_ckn,L,chicken,20.75
469,21:40:14,veggie_veg,M,veggie,16.0
470,21:40:14,sicilian,S,supreme,12.25
471,21:40:14,spicy_ital,M,supreme,16.5
472,21:47:48,ital_cpcllo,L,classic,20.5
473,21:47:48,soppressata,L,supreme,20.75
474,21:47:48,four_cheese,L,veggie,17.95
475,21:47:48,ital_veggie,L,veggie,21.0
476,21:55:42,big_meat,S,classic,12.0
477,21:55:42,ckn_alfredo,L,chicken,20.75
478,22:10:38,ckn_alfredo,M,chicken,16.75
479,22:24:05,the_greek,XL,classic,25.5
480,22:29:59,the_greek,XL,classic,25.5
481,22:29:59,ital_supr,L,supreme,20.75
482,22:29:59,ckn_pesto,L,chicken,20.75
483,22:29:59,calabrese,M,supreme,16.25
484,22:50:29,cali_ckn,S,chicken,12.75
485,11:30:48,the_greek,S,classic,12.0
486,11:30:48,cali_ckn,L,chicken,20.75
487,11:30:48,ital_veggie,M,veggie,16.75
488,11:30:48,pep_msh_pep,L,classic,17.5
489,11:36:25,spicy_ital,L,supreme,20.75
490,11:43:54,cali_ckn,S,chicken,12.75
491,11:43:54,ckn_alfredo,M,chicken,16.75
492,11:43:54,prsc_argla,S,supreme,12.5
493,11:45:10,napolitana,M,classic,16.0
494,11:45:10,pepperoni,S,classic,9.75
495,11:45:10,spicy_ital,L,supreme,20.75
496,12:03:58,spicy_ital,L,supreme,20.75
497,12:12:05,bbq_ckn,L,chicken,20.75
498,12:12:05,pepperoni,M,classic,12.5
499,12:12:05,the_greek,M,classic,16.0
500,12:12:05,bbq_ckn,S,chicken,12.75
501,12:12:05,ckn_alfredo,M,chicken,16.75
502,12:29:17,cali_ckn,L,chicken,20.75
503,12:34:13,spinach_fet,S,veggie,12.0
504,12:54:20,pepperoni,S,classic,9.75
505,13:16:03,ital_cpcllo,L,classic,20.5
506,13:20:39,four_cheese,L,veggie,17.95
507,13:39:16,mexicana,S,veggie,12.0
508,13:39:16,spin_pesto,M,veggie,16.5
509,13:39:16,ital_cpcllo,L,classic,20.5
510,13:39:16,ital_supr,M,supreme,16.5
511,13:44:49,green_garden,S,veggie,12.0
512,14:31:56,five_cheese,L,veggie,18.5
513,14:31:56,hawaiian,L,classic,16.5
514,14:31:56,bbq_ckn,M,chicken,16.75
515,14:35:03,spinach_fet,S,veggie,12.0
516,14:35:03,classic_dlx,M,classic,16.0
517,14:35:11,spicy_ital,M,supreme,16.5
518,14:42:01,peppr_salami,M,supreme,16.5
519,14:42:01,five_cheese,L,veggie,18.5
520,14:42:01,bbq_ckn,L,chicken,20.75
521,14:42:01,spinach_fet,M,veggie,16.0
522,15:31:59,hawaiian,S,classic,10.5
523,15:31:59,napolitana,L,classic,20.5
524,15:31:59,ital_cpcllo,S,classic,12.0
525,15:31:59,spicy_ital,L,supreme,20.75
526,15:33:18,five_cheese,L,veggie,18.5
527,15:33:18,prsc_argla,M,supreme,16.5
528,15:33:18,the_greek,S,classic,12.0
529,15:46:38,four_cheese,L,veggie,17.95
530,15:46:38,sicilian,S,supreme,12.25
531,16:08:20,pep_msh_pep,S,classic,11.0
532,16:39:58,thai_ckn,L,chicken,20.75
533,16:39:58,napolitana,M,classic,16.0
534,16:39:58,ital_supr,M,supreme,16.5
535,16:39:58,ckn_alfredo,S,chicken,12.75
536,16:41:48,bbq_ckn,L,chicken,20.75
537,16:41:48,bbq_ckn,M,chicken,16.75
538,16:41:48,southw_ckn,S,chicken,12.75
539,16:59:39,classic_dlx,L,classic,20.5
540,17:24:39,the_greek,M,classic,16.0
541,17:24:39,bbq_ckn,M,chicken,16.75
542,17:31:24,ital_veggie,S,veggie,12.75
543,17:37:57,ital_veggie,L,veggie,21.0
544,17:37:57,prsc_argla,L,supreme,20.75
545,17:37:57,spin_pesto,S,veggie,12.5
546,17:58:38,thai_ckn,M,chicken,16.75
547,18:04:18,cali_ckn,L,chicken,20.75
548,18:04:18,prsc_argla,S,supreme,12.5
549,18:04:18,napolitana,S,classic,12.0
550,18:21:59,bbq_ckn,M,chicken,16.75
551,18:21:59,spinach_supr,L,supreme,20.75
552,18:26:51,spinach_fet,S,veggie,12.0
553,18:36:09,napolitana,M,classic,16.0
554,18:36:09,ital_supr,S,supreme,12.5
555,18:36:09,ckn_alfredo,M,chicken,16.75
556,18:51:30,cali_ckn,M,chicken,16.75
557,19:21:04,green_garden,M,veggie,16.0
558,19:21:04,classic_dlx,L,classic,20.5
559,19:27:48,green_garden,S,veggie,12.0
560,19:45:15,spin_pesto,L,veggie,20.75
561,19:57:52,thai_ckn,M,chicken,16.75
562,19:57:52,ital_supr,L,supreme,20.75
563,20:10:24,four_cheese,M,veggie,14.75
564,20:11:25,spinach_supr,L,supreme,20.75
565,20:11:25,sicilian,M,supreme,16.25
566,20:15:29,veggie_veg,M,veggie,16.0
567,20:15:29,thai_ckn,L,chicken,20.75
568,20:15:29,calabrese,M,supreme,16.25
569,20:26:17,classic_dlx,L,classic,20.5
570,20:26:17,spinach_supr,S,supreme,12.5
571,20:26:22,spicy_ital,L,supreme,20.75
572,20:26:22,ital_supr,S,supreme,12.5
573,20:28:41,bbq_ckn,L,chicken,20.75
574,20:28:41,ckn_pesto,L,chicken,20.75
